id	name
1107	Mandell, J.
1108	Marín Larraín PP.
1109	McGee, S.
1110	Pagana et al
1111	Pérez Arellano, A.J.
1112	Prieto Valtueña, JM
1113	Quíck et al
1114	Raftery et al
1115	Rivas Jiménez, M
1116	Rodríguez, y. L.
1117	López., R.
1118	Smith & Farrell
1119	Surós y Surós
1120	Thompson, e.a.
1121	Townsend et al
1122	Townsend et al
1123	Walker, e.a.
1124	Marcdante, KJ, et al
1125	Marcdante, KJ, et al
1126	Saieh, C.
1127	Guerrero, F.e.
1128	Herrera, &.Q.
1129	Hughes, &.K.
1130	Kliegman, e.a.
1131	Paris, M.e.
1132	Pérez, P.e.
1133	Rostion, C.
1134	Schonhautt, y.A.
1135	Shah, e.a.
1136	White, A.
1137	White, A.
1138	Zitelli, e.a.
