Otros recursos			
			
Metalogénesis 	Sillitoe Richard. (2003). lron oxide-copper-gold deposits: an Andean view. Mineralium Deposita	OBLIGATORIA	0
Metalogénesis 	Tosdal R. and Richards J. (2001). Magmatic and Structural Controls on the	OBLIGATORIA	0
Metalogénesis 	Development of Porphyry Cu+Mo+Au Deposits. Society of Economic Geologists	OBLIGATORIA	0
Geología Ambiental 	Instituto Tecnológico y Geominero de España (1988). Riesgos geológicos. Ed. Servicio de publicaciones del IGME. Serie Geología Ambiental. Madrid.	OBLIGATORIA	0
